"file","Block","Sentence","Speaker","Word","scoreMax_synchrony","scoreMean_synchrony","scoreMax_syncRel","scoreMean_syncRel","scoreMax_Mass","scoreMean_Mass","scoreMax_scaling","scoreMean_scaling","scoreMax_scaleRel","scoreMean_scaleRel","scoreMax_massXsync","scoreMean_massXsync","scoreMax_massXscale","scoreMean_massXscale","scoreMax_massXf0","scoreMean_massXf0"
"3-02-04_bb_3new-romana3_08",3,2,4,"den",-9,-9,6.081,6.081,1.2,1.2,23.372582794896,23.372582794896,6.049,6.049,4.5888,4.5888,4.5804,4.5804,9.1692,9.1692
"3-02-04_bb_3new-romana3_08",3,2,4,"mädchen",-3,-9,7.389,4.5665,1.42,1.36,17.391154107486,-5.5133551307415,7.354,5.9275,5.2884,4.38796,5.76804,5.13302,9.7864,9.52098
"3-02-04_bb_3new-romana3_08",3,2,4,"die",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-02-04_bb_3new-romana3_08",3,2,4,"sprache",5,0,2.924,2.48133333333333,0.94,0.586666666666667,6.965369398153,-10.0370471190773,7.756,3.79933333333333,2.79368,1.68151333333333,2.3547,1.59612,5.14838,3.27763333333333
"3-02-04_bb_3new-romana3_08",3,2,4,"sicher",7,-2.5,7.273,6.371,0.76,0.735,12.918619710708,-0.7811570743665,3.748,3.5455,3.07648,2.84961,2.46772,2.341105,5.5442,5.190715
"3-02-04_bb_3new-romana3_08",3,2,4,"sehr",23,23,9.583,9.583,1.83,1.83,27.203522991627,27.203522991627,7.04,7.04,8.05932,8.05932,7.33281,7.33281,15.39213,15.39213
"3-02-04_bb_3new-romana3_08",3,2,4,"schnell",-3,-13,8.333,5.713,1.72,1.04,36.517078304307,-13.693769796873,16.538,12.994,7.26184,4.17686,8.82704,5.20282,16.08888,9.37968
"3-02-04_bb_3new-romana3_08",3,2,4,"beibringen",3,0.333333333333333,2.4,1.55233333333333,1.02,0.7,1.65613864723198,-7.06440691034334,4.706,2.114,1.71741,1.45429,3.58224,1.82099,5.14896,3.27528
"3-02-04_bb_3new-romana3_08",3,2,4,"können",-11,-11,4.151,4.151,0.99,0.99,-0.724535562938996,-0.724535562938996,0.188,0.188,3.33135,3.33135,1.23651,1.23651,4.56786,4.56786
"3-03-02_BG-118",3,3,2,"die",7,7,5.344,5.344,0.74,0.74,34.294418312801,34.294418312801,8.875,8.875,2.7121,2.7121,3.18496,3.18496,5.89706,5.89706
"3-03-02_BG-118",3,3,2,"beste",14,3.5,7.292,5.5585,1.64,1.36,53.234186513871,40.773692817677,13.777,10.552,6.64528,5.08898,8.0114,6.19702,14.65668,11.286
"3-03-02_BG-118",3,3,2,"klinik",-5,-5,1.779,1.779,2.39,2.39,-64.014133023254,-64.014133023254,16.566,16.566,5.91525,5.91525,12.27265,12.27265,18.1879,18.1879
"3-03-02_BG-118",3,3,2,"der",4,4,2.151,2.151,1.33,1.33,28.469198228861,28.469198228861,7.368,7.368,3.53248,3.53248,5.40645,5.40645,8.93893,8.93893
"3-03-02_BG-118",3,3,2,"stadt",-10,-10,5.181,5.181,1.48,1.48,-12.297309215551,-12.297309215551,3.182,3.182,5.36944,5.36944,4.53472,4.53472,9.90416,9.90416
"3-03-02_BG-118",3,3,2,"hat",-9,-9,6.164,6.164,0.76,0.76,-64.721925454534,-64.721925454534,16.75,16.75,2.91916,2.91916,3.914,3.914,6.83316,6.83316
"3-03-02_BG-118",3,3,2,"doktor",-2,-3,2.632,1.904,1.01,0.86,0.174182040914019,-8.49590151435199,4.442,2.2435,2.14322,2.087265,2.44524,1.75994,4.47655,3.847205
"3-03-02_BG-118",3,3,2,"bahber",0,-0.5,0.645,0.3225,1.14,1.025,-1.37851850446501,-4.33591178966451,1.887,1.122,1.95852,1.43426,2.8842,2.0973,4.84272,3.53156
"3-03-02_BG-118",3,3,2,"so",-1,-1,0.909,0.909,0.56,0.56,0.36584747976201,0.36584747976201,0.095,0.095,1.08248,1.08248,0.63336,0.63336,1.71584,1.71584
"3-03-02_BG-118",3,3,2,"gut",1,1,0.909,0.909,0.42,0.42,-2.55476776168001,-2.55476776168001,0.661,0.661,0.81186,0.81186,0.72744,0.72744,1.5393,1.5393
"3-03-02_BG-118",3,3,2,"ausgebildet",0,-1.75,2.837,1.12625,1.03,0.8525,2.084496855422,-0.169570355936997,0.697,0.3175,2.18978,1.641845,1.65444,1.1408675,3.25584,2.7827125
"3-04-05_DK_3scenario-drbahber2_03",3,4,5,"sie",4,4,3.125,3.125,0.71,0.71,-45.74618153211,-45.74618153211,11.839,11.839,2.16124,2.16124,3.32422,3.32422,5.48546,5.48546
"3-04-05_DK_3scenario-drbahber2_03",3,4,5,"rufen",7,2,4.375,3.5895,1.35,0.985,47.569454774151,14.9889265266325,12.311,8.432,4.6251,3.22023,6.39225,4.272755,11.01735,7.492985
"3-04-05_DK_3scenario-drbahber2_03",3,4,5,"doktor",1,-1.5,3.419,2.152,0.97,0.91,-2.629645341491,-3.66701955488649,1.217,0.949,3.04968,2.338715,2.08453,1.78559,5.13421,4.124305
"3-04-05_DK_3scenario-drbahber2_03",3,4,5,"bahber",-1,-5,7.627,4.0765,2.5,1.85,11.853378328988,-23.5289632760845,15.246,9.157,4.9308,4.4779,7.56,6.7932,11.585,11.2711
"3-04-05_DK_3scenario-drbahber2_03",3,4,5,"an",0,0,0,0,0.79,0.79,-29.2754658852373,-29.2754658852373,7.576,7.576,0.79,0.79,3.239,3.239,4.029,4.029
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"ausserdem",10,5.33333333333333,6.536,4.75733333333333,2.13,1.29666666666667,27.141012438691,15.441285983942,7.024,3.996,7.09503,4.47989,5.84685,3.92932333333333,12.94188,8.40921333333333
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"ist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"er",-4,-4,4.082,4.082,0.54,0.54,-22.974711848301,-22.974711848301,5.946,5.946,1.8063,1.8063,2.04984,2.04984,3.85614,3.85614
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"dafür",-4,-4,3.361,3.231,0.88,0.855,-3.04136703042201,-11.561185907626,5.197,2.992,2.67168,2.632715,3.19616,2.36085,5.86784,4.993565
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"bekannt",11,4.33333333333333,7.534,3.67466666666667,1.15,0.856666666666667,30.097941658987,9.251776218965,7.789,5.21433333333333,4.70695,2.76158333333333,4.7564,3.13406,9.46335,5.89564333333333
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"zu",-6,-6,4.615,4.615,0.92,0.92,-20.191122339482,-20.191122339482,5.225,5.225,3.20988,3.20988,3.34696,3.34696,6.55684,6.55684
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"jedem",7,2,6.306,4.638,0.87,0.87,21.824085045036,13.5588018632485,5.648,3.509,3.36603,2.98323,3.24771,2.60043,6.61374,5.58366
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"neuen",11,0.5,9.009,7.4935,1.58,1.365,2.35193405335301,-17.145427256128,9.483,5.046,6.00874,5.490095,5.0485,3.85619,10.01995,9.346285
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"thema",8,0.5,4.878,4.7265,1.63,1.375,18.817903710664,10.1120585716435,4.87,2.617,5.79465,4.845565,5.79139,3.706575,11.58604,8.55214
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"der",-5,-5,2.37,2.37,1.46,1.46,-19.434395118637,-19.434395118637,5.029,5.029,4.01938,4.01938,5.24432,5.24432,9.2637,9.2637
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"stunde",1,1,0.356,0.356,1.72,1.72,-10.592110422147,-10.592110422147,2.741,2.741,2.47508,2.47508,4.99316,4.99316,7.46824,7.46824
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"einen",4,4,2.326,2.326,1.12,1.12,11.508935807539,11.508935807539,2.978,2.978,3.06208,3.06208,3.35104,3.35104,6.41312,6.41312
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"kleinen",11,5.5,7.285,3.6425,1.15,0.925,28.409263621677,14.6225455474025,7.352,3.784,4.65865,2.679325,4.6713,2.78435,9.32995,5.463675
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"film",-18,-18,8.491,8.491,1.36,1.36,-11.485397083996,-11.485397083996,2.972,2.972,5.77592,5.77592,4.0664,4.0664,9.84232,9.84232
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"zu",-3,-3,3.614,3.614,0.1,0.1,-39.978608049784,-39.978608049784,10.346,10.346,0.3206,0.3206,0.4504,0.4504,0.771,0.771
"3-05-07_hw_1new2txtaccessbl-lawine2_05",3,5,7,"zeigen",-2,-3,1.905,1.7215,1.01,0.77,9.291654366393,-8.014612258965,6.553,4.479,2.56439,1.903355,3.95617,2.711605,6.52056,4.61496
"3-06-09_kk_3scenario-lawine2_04",3,6,9,"sie",6,6,4.348,4.348,0.78,0.78,7.29346730195601,7.29346730195601,1.887,1.887,2.66682,2.66682,1.9734,1.9734,4.64022,4.64022
"3-06-09_kk_3scenario-lawine2_04",3,6,9,"sind",1,1,0.637,0.637,1.8,1.8,13.439898725503,13.439898725503,3.478,3.478,3.0798,3.0798,5.6934,5.6934,8.7732,8.7732
"3-06-09_kk_3scenario-lawine2_04",3,6,9,"schon",-5,-5,2.874,2.874,1.71,1.71,-4.26801985307299,-4.26801985307299,1.105,1.105,5.05134,5.05134,3.54654,3.54654,8.59788,8.59788
"3-06-09_kk_3scenario-lawine2_04",3,6,9,"sehr",13,13,6.468,6.468,3.18,3.18,30.39015539508,30.39015539508,7.865,7.865,12.40518,12.40518,13.19064,13.19064,25.59582,25.59582
"3-06-09_kk_3scenario-lawine2_04",3,6,9,"gespannt",0,-8,6.987,3.4935,2.83,2.11,39.940544702868,-12.524890423487,16.819,13.5775,11.31434,6.35217,14.58865,10.42391,25.90299,16.77608
"3-06-09_kk_3scenario-lawine2_04",3,6,9,"auf",2,2,1.471,1.471,1.17,1.17,-67.07594679993,-67.07594679993,17.359,17.359,2.69685,2.69685,6.08166,6.08166,8.77851,8.77851
"3-06-09_kk_3scenario-lawine2_04",3,6,9,"die",-1,-1,1.25,1.25,0.17,0.17,23.872354613633,23.872354613633,6.178,6.178,0.3689,0.3689,0.65348,0.65348,1.02238,1.02238
"3-06-09_kk_3scenario-lawine2_04",3,6,9,"ersten",7,3,4.07,2.61466666666667,1.35,0.516666666666667,52.448080739767,23.864343944989,13.573,10.0963333333333,4.5117,1.59311666666667,5.10705,2.02368333333333,9.61875,3.6168
"3-06-09_kk_3scenario-lawine2_04",3,6,9,"untersuchungsergebnisse",2,-0.888888888888889,2.679,1.28444444444444,0.96,0.491111111111111,12.329365481494,-9.14420936925878,16.141,4.07222222222222,2.0646,0.942787777777778,3.21237,1.53127444444444,4.83714,2.47406222222222
"3-07-01_ab_4txtgiven-rosine2_02",3,7,1,"sie",-5,-5,3.906,3.906,0.75,0.75,101.339754343199,101.339754343199,26.226,26.226,2.47125,2.47125,4.32525,4.32525,6.7965,6.7965
"3-07-01_ab_4txtgiven-rosine2_02",3,7,1,"werfen",2,-5,5.854,3.7965,2.09,1.54,60.685323794206,-1.060117941191,16.254,15.9795,7.89393,5.161695,10.67781,7.844595,18.57174,13.00629
"3-07-01_ab_4txtgiven-rosine2_02",3,7,1,"die",2,2,2.151,2.151,0.84,0.84,12.009984152686,12.009984152686,3.108,3.108,2.23104,2.23104,2.55192,2.55192,4.78296,4.78296
"3-07-01_ab_4txtgiven-rosine2_02",3,7,1,"rosine",4,-0.666666666666667,4.505,2.67733333333333,1.21,1.05,21.99510673412,-10.2485067346953,12.032,6.44666666666667,3.51263,2.75979,5.69184,3.98287333333333,9.20447,6.74266333333333
"3-07-01_ab_4txtgiven-rosine2_02",3,7,1,"weg",-11,-11,7.534,7.534,1.17,1.17,-54.667927923202,-54.667927923202,14.148,14.148,4.78881,4.78881,5.75757,5.75757,10.54638,10.54638
"3-08-12_RK_1new2txtaccessbl-lawine2_03",3,8,12,"herr",11,11,6.875,6.875,1.49,1.49,-38.856602490348,-38.856602490348,10.056,10.056,5.92573,5.92573,6.65583,6.65583,12.58156,12.58156
"3-08-12_RK_1new2txtaccessbl-lawine2_03",3,8,12,"müller",7,6.5,6.863,6.0175,1.81,1.62,61.909150609984,48.810065471639,16.022,12.632,6.56306,6.123655,9.21109,7.720085,15.77415,13.84374
"3-08-12_RK_1new2txtaccessbl-lawine2_03",3,8,12,"ist",-9,-9,6.164,6.164,1.9,1.9,-21.083256043633,-21.083256043633,5.456,5.456,7.2979,7.2979,7.0129,7.0129,14.3108,14.3108
"3-08-12_RK_1new2txtaccessbl-lawine2_03",3,8,12,"der",-4,-4,3.306,3.306,1.14,1.14,-63.096904278365,-63.096904278365,16.329,16.329,3.54084,3.54084,5.8311,5.8311,9.37194,9.37194
"3-08-12_RK_1new2txtaccessbl-lawine2_03",3,8,12,"beliebteste",5,-0.75,6.299,2.78825,1.17,0.7525,71.952503934331,12.676057788714,18.621,9.57175,4.52556,1.986485,4.99707,3.1871625,9.52263,5.1736475
"3-08-12_RK_1new2txtaccessbl-lawine2_03",3,8,12,"lehrer",-2,-2.5,3.03,2.0675,2.12,1.565,-6.36795755312002,-30.2527900619005,14.01,7.829,4.39688,3.718995,10.40496,6.417005,14.80184,10.136
"3-08-12_RK_1new2txtaccessbl-lawine2_03",3,8,12,"an",-2,-2,1.802,1.802,0.88,0.88,-21.671442603676,-21.671442603676,5.608,5.608,2.18768,2.18768,3.27712,3.27712,5.4648,5.4648
"3-08-12_RK_1new2txtaccessbl-lawine2_03",3,8,12,"seiner",0,-1.5,2.381,1.1905,1.17,0.825,-8.549672960141,-12.3075861173133,4.158,3.1855,3.22569,1.852845,3.14028,2.37822,6.36597,4.231065
"3-08-12_RK_1new2txtaccessbl-lawine2_03",3,8,12,"schule",2,0.75,2.151,0.9345,0.37,0.14,23.8737764790916,7.75175722343617,6.178,2.121,0.37,0.1834025,0.71299,0.2754775,1.08299,0.45888
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"die",-1,-1,1.031,1.031,0.67,0.67,-26.260459955702,-26.260459955702,6.796,6.796,1.35474,1.35474,2.65521,2.65521,4.00995,4.00995
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"eltern",11,5.5,7.857,3.9285,1.47,1.435,57.231447485405,33.2820848785075,14.811,8.613,5.8058,3.6379,7.32501,5.602905,9.6866,9.240805
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"sind",-4,-4,2.685,2.685,1.14,1.14,-3.54833542524199,-3.54833542524199,0.918,0.918,3.28548,3.28548,2.2116,2.2116,5.49708,5.49708
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"sich",-5,-5,4.587,4.587,0.53,0.53,-26.753626111149,-26.753626111149,6.924,6.924,1.84546,1.84546,2.11258,2.11258,3.95804,3.95804
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"unsicher",14,4,6.278,3.097,1.98,0.9975,38.085644867698,15.2279503549052,9.856,7.86925,7.65072,3.172385,8.67636,4.152075,16.32708,7.32446
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"mit",-7,-7,5.6,5.6,0.9,0.9,-30.667323788818,-30.667323788818,7.936,7.936,3.3498,3.3498,3.744,3.744,7.0938,7.0938
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"einem",0,-2,2.985,1.4925,1.17,1.13,-6.52825876646099,-29.6285433819865,13.646,7.6675,3.50415,2.297075,5.31048,4.075035,6.40048,6.37211
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"neuen",8,8,5.594,5.594,1.34,1.34,-3.782506744784,-3.782506744784,0.979,0.979,4.98614,4.98614,2.6599,2.6599,7.64604,7.64604
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"medikament",4,-0.2,5.422,2.7212,1.68,1.028,38.558298588165,5.3200353052852,9.979,6.1092,4.49326,2.471214,7.48776,3.96376,9.16776,6.434974
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"das",2,2,1.471,1.471,0.77,0.77,2.22679697953399,2.22679697953399,0.576,0.576,1.77485,1.77485,1.27512,1.27512,3.04997,3.04997
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"sie",-1,-1,1.064,1.064,0.33,0.33,4.014513004403,4.014513004403,1.039,1.039,0.67485,0.67485,0.66924,0.66924,1.34409,1.34409
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"vom",-9,-9,5.422,5.422,0.89,0.89,-36.306849999559,-36.306849999559,9.396,9.396,3.27787,3.27787,3.89642,3.89642,7.17429,7.17429
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"arzt",14,14,6.829,6.829,1.16,1.16,-13.360630344049,-13.360630344049,3.458,3.458,4.60404,4.60404,3.66096,3.66096,8.265,8.265
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"für",0,0,0,0,0.54,0.54,63.998831146559,63.998831146559,16.562,16.562,0.54,0.54,2.77236,2.77236,3.31236,3.31236
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"ihr",-3,-3,2.609,2.609,0.65,0.65,-7.679643900439,-7.679643900439,1.987,1.987,1.8538,1.8538,1.67635,1.67635,3.53015,3.53015
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"kind",-3,-3.5,3.774,3.2385,0.71,0.7,-23.224117847982,-23.397948160826,6.1,6.055,2.31105,2.15223,2.71788,2.673045,5.02893,4.825275
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"bekommen",2,-3.5,5.455,3.645,0.91,0.675,-3.492245889066,-4.4001115275875,1.374,1.139,3.3579,2.22961,2.04477,1.446765,5.40267,3.676375
"3-09-04_bb_3scenario-drbahber3_01",3,9,4,"haben",2,-0.333333333333333,1.681,1.35,1.18,0.693333333333333,3.66274258731301,-5.97600526123066,5.42,2.17866666666667,2.48272,1.51186,1.73101,1.33966333333333,3.92704,2.85152333333333
"3-10-09_kk_3given-drbieber2_01",3,10,9,"der",4,4,3.175,3.175,1.2,1.2,-5.95362868124798,-5.95362868124798,1.541,1.541,3.6744,3.6744,2.814,2.814,6.4884,6.4884
"3-10-09_kk_3given-drbieber2_01",3,10,9,"oberarzt",8,2.66666666666667,8.333,5.92966666666667,4.18,2.93333333333333,74.704858746189,50.262280078573,19.333,13.0076666666667,14.44608,10.52389,22.27522,11.1352033333333,36.7213,21.6590933333333
"3-10-09_kk_3given-drbieber2_01",3,10,9,"und",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-10-09_kk_3given-drbieber2_01",3,10,9,"seine",-1,-3,3.731,2.5065,1.51,0.91,-25.355345703707,-69.5831891827125,29.453,18.0075,4.89542,2.78716,8.95279,5.08384,13.84821,7.871
"3-10-09_kk_3given-drbieber2_01",3,10,9,"kollegen",12,6,7.273,3.6365,1.34,0.895,65.238334982538,29.656197758947,16.883,9.2085,5.42432,2.93716,6.91574,3.984595,12.34006,6.921755
"3-10-09_kk_3given-drbieber2_01",3,10,9,"möchten",-1,-4.5,5.405,3.2975,1.11,0.62,-26.780629983856,-27.166497846888,7.13,7.0305,4.08369,2.18036,4.46553,2.491985,8.54922,4.672345
"3-10-09_kk_3given-drbieber2_01",3,10,9,"doktor",0,-1,1.923,0.9615,0.75,0.55,-7.01736076701201,-9.80820519770601,3.261,2.5385,0.89145,0.820725,1.8705,1.476175,2.6205,2.2969
"3-10-09_kk_3given-drbieber2_01",3,10,9,"bieber",3,1,2.632,1.6305,2.26,1.315,35.820660580792,32.076667911258,9.27,8.301,3.85104,2.454805,9.17334,5.39327,13.02438,7.848075
"3-10-09_kk_3given-drbieber2_01",3,10,9,"gerne",-5,-5,4.902,3.8245,3.39,2.375,7.131687752971,-18.9827608245105,11.671,6.7585,9.85134,7.34715,8.50551,7.423595,18.35685,14.770745
"3-10-09_kk_3given-drbieber2_01",3,10,9,"als",-1,-1,0.806,0.806,0.91,0.91,-25.843369844133,-25.843369844133,6.688,6.688,1.68623,1.68623,3.58813,3.58813,5.27436,5.27436
"3-10-09_kk_3given-drbieber2_01",3,10,9,"neuen",-3,-3,1.345,1.345,1.39,1.39,1.30204016199698,1.30204016199698,0.337,0.337,3.0997,3.0997,1.97241,1.97241,5.07211,5.07211
"3-10-09_kk_3given-drbieber2_01",3,10,9,"arzt",1,1,0.606,0.606,1.58,1.58,-6.353598628524,-6.353598628524,1.644,1.644,2.65914,2.65914,3.79674,3.79674,6.45588,6.45588
"3-10-09_kk_3given-drbieber2_01",3,10,9,"in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-10-09_kk_3given-drbieber2_01",3,10,9,"ihrem",-1,-1,1.19,1.19,0.24,0.24,10.316491745013,10.316491745013,2.67,2.67,0.51144,0.51144,0.69024,0.69024,1.20168,1.20168
"3-10-09_kk_3given-drbieber2_01",3,10,9,"krankenhaus",0,-0.5,0.671,0.3355,0.63,0.54,6.402307369005,-4.2482574983725,3.856,2.7565,1.09683,0.773415,2.0664,1.57545,3.16323,2.348865
"3-10-09_kk_3given-drbieber2_01",3,10,9,"einstellen",2,0.333333333333333,1.25,0.643333333333333,0.74,0.48,14.267625591625,0.203911707969334,3.692,2.40866666666667,1.29352,0.824406666666667,2.06608,1.28123,3.3596,2.10563666666667
"3-11-06_FOF-221",3,11,6,"jetzt",9,9,5.66,5.66,1.05,1.05,94.242928271931,94.242928271931,24.389,24.389,3.9228,3.9228,5.9493,5.9493,9.8721,9.8721
"3-11-06_FOF-221",3,11,6,"hat",-3,-3,1.875,1.875,1.03,1.03,37.887273108087,37.887273108087,9.805,9.805,2.59972,2.59972,4.56702,4.56702,7.16674,7.16674
"3-11-06_FOF-221",3,11,6,"sogar",-2,-3,3.077,2.4005,1.17,0.935,-28.563255271404,-30.8673675416185,8.585,7.9885,3.54276,2.62748,4.76073,3.871715,8.30349,6.499195
"3-11-06_FOF-221",3,11,6,"doktor",0,-1,1.19,0.595,1.06,0.965,-6.344294688133,-22.7436332403855,10.13,5.886,2.25886,1.56443,4.74456,3.41715,7.00342,4.98158
"3-11-06_FOF-221",3,11,6,"buhber",12,-0.5,7.975,7.196,1.62,1.48,148.426237070023,15.972112243304,38.412,34.2785,6.30342,5.94293,10.20762,9.09768,16.51104,15.04061
"3-11-06_FOF-221",3,11,6,"so",-2,-2,1.093,1.093,1.02,1.02,-56.371442143305,-56.371442143305,14.589,14.589,2.10732,2.10732,5.06124,5.06124,7.16856,7.16856
"3-11-06_FOF-221",3,11,6,"eins",-4,-27,44.643,23.0735,1.02,0.575,-7.434721694768,-7.434721694768,1.924,1.924,2.37048,1.60852,2.59896,1.4651,4.96944,3.07362
"3-12-08_js_4txtgiven-lawine2_03",3,12,8,"schon",5,5,2.717,2.717,1.56,1.56,17.948615479404,17.948615479404,4.645,4.645,4.51464,4.51464,5.45532,5.45532,9.96996,9.96996
"3-12-08_js_4txtgiven-lawine2_03",3,12,8,"seit",-2,-2,1.307,1.307,1.72,1.72,-13.689361213874,-13.689361213874,3.543,3.543,3.79432,3.79432,5.47648,5.47648,9.2708,9.2708
"3-12-08_js_4txtgiven-lawine2_03",3,12,8,"wochen",8,2,4.52,3.487,2.43,1.635,63.000419300938,39.4357969935115,16.304,10.2055,8.41995,5.380935,12.42459,7.620135,20.84454,13.00107
"3-12-08_js_4txtgiven-lawine2_03",3,12,8,"freuen",-5,-5,2.793,2.793,2.41,2.41,-61.263364548577,-61.263364548577,15.854,15.854,7.04443,7.04443,12.23075,12.23075,19.27518,19.27518
"3-12-08_js_4txtgiven-lawine2_03",3,12,8,"sie",-7,-7,4.861,4.861,1.35,1.35,-27.841331150726,-27.841331150726,7.205,7.205,4.79385,4.79385,5.44995,5.44995,10.2438,10.2438
"3-12-08_js_4txtgiven-lawine2_03",3,12,8,"sich",0,0,0,0,0.63,0.63,-11.66206021566,-11.66206021566,3.018,3.018,0.63,0.63,1.89378,1.89378,2.52378,2.52378
"3-12-08_js_4txtgiven-lawine2_03",3,12,8,"auf",1,1,1.075,1.075,0.17,0.17,-4.15077313845202,-4.15077313845202,1.074,1.074,0.34901,0.34901,0.34884,0.34884,0.69785,0.69785
"3-12-08_js_4txtgiven-lawine2_03",3,12,8,"dieses",1,-0.5,2.174,1.568,0.32,0.245,2.86359982400501,-0.0842163129700002,0.785,0.763,0.63104,0.54213,0.58752,0.44676,1.21856,0.98889
"3-12-08_js_4txtgiven-lawine2_03",3,12,8,"thema",-4,-4,2.899,2.74,0.85,0.695,-1.31194890777098,-6.34520678053149,2.945,1.6425,2.414,2.00701,2.533,1.65044,4.947,3.65745
"3-13-05_DK_3scenario-diedame3_01",3,13,5,"tom",6,4.5,6.742,4.534,0.91,0.725,19.785349503296,-5.510399252767,7.972,6.546,2.48794,2.31128,3.79015,2.870855,6.27809,5.182135
"3-13-05_DK_3scenario-diedame3_01",3,13,5,"und",2,2,1.786,1.786,0.79,0.79,26.457036478736,26.457036478736,6.847,6.847,1.95762,1.95762,3.13788,3.13788,5.0955,5.0955
"3-13-05_DK_3scenario-diedame3_01",3,13,5,"isabel",10,0.5,6.897,5.6545,1.41,1.01,37.438574475215,-4.80189854432975,9.689,6.08725,5.5413,3.735225,6.22938,3.6773675,11.77068,7.4125925
"3-13-05_DK_3scenario-diedame3_01",3,13,5,"möchten",-1,-4.5,5.369,3.6105,0.87,0.49,0.430171496371003,-7.346812624631,3.914,2.0125,3.19377,1.735045,2.86839,1.497555,6.06216,3.2326
"3-13-05_DK_3scenario-diedame3_01",3,13,5,"an",-8,-8,6.154,6.154,0.83,0.83,-22.949076870408,-22.949076870408,5.939,5.939,3.18637,3.18637,3.14985,3.14985,6.33622,6.33622
"3-13-05_DK_3scenario-diedame3_01",3,13,5,"dem",0,0,0,0,0.63,0.63,-5.692630466769,-5.692630466769,1.473,1.473,0.63,0.63,1.45278,1.45278,2.08278,2.08278
"3-13-05_DK_3scenario-diedame3_01",3,13,5,"stand",14,7.5,7.33,4.369,1.32,0.72,13.449293386869,8.2935849911275,3.481,2.1465,5.35656,2.81436,4.17648,2.19972,9.53304,5.01408
"3-13-05_DK_3scenario-diedame3_01",3,13,5,"des",-6,-6,3.636,3.636,0.74,0.74,20.683446329853,20.683446329853,5.353,5.353,2.37762,2.37762,2.71358,2.71358,5.0912,5.0912
"3-13-05_DK_3scenario-diedame3_01",3,13,5,"frauenvereins",18,8,7.792,4.142,1.41,1.18333333333333,38.946385894176,1.04531755728367,10.079,6.68566666666667,5.7904,3.93670333333333,6.21669,3.84589666666667,10.55808,7.7826
"3-13-05_DK_3scenario-diedame3_01",3,13,5,"ein",1,0,1.266,0.998,0.84,0.655,13.309457292593,12.1401453366415,3.444,3.1415,1.50444,1.26452,2.47044,1.97594,3.97488,3.24046
"3-13-05_DK_3scenario-diedame3_01",3,13,5,"bild",-13,-13,7.429,7.429,1.09,1.09,-55.226521545997,-55.226521545997,14.292,14.292,4.44175,4.44175,5.37915,5.37915,9.8209,9.8209
"3-13-05_DK_3scenario-diedame3_01",3,13,5,"kaufen",-2,-5.5,4.072,3.007,1.03,0.595,-0.509101508448694,-8.62530238449625,4.333,2.2325,3.44329,1.926205,3.51745,1.853045,6.96074,3.77925
